vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH080,2013-01-17 14:47:16.525117,45.05,94.42,40.37,0.274,11925,13,1,24.0
VEH003,2013-01-18 14:47:16.525117,74.75,76.34,47.37,0.57,8431,44,0,
VEH020,2013-01-19 14:47:16.525117,42.82,88.12,44.88,0.327,25377,69,0,
VEH024,2013-01-20 14:47:16.525117,52.43,93.69,40.97,0.337,4805,36,0,
VEH054,2013-01-21 14:47:16.525117,69.45,94.72,45.47,0.464,21498,116,0,
VEH033,2013-01-22 14:47:16.525117,29.41,98.64,45.66,0.259,52342,77,1,27.0
VEH024,2013-01-23 14:47:16.525117,62.61,81.87,51.6,0.066,6567,84,0,
VEH075,2013-01-24 14:47:16.525117,44.41,94.08,46.6,0.456,22595,27,0,
VEH072,2013-01-25 14:47:16.525117,60.25,81.49,44.79,0.207,3099,101,0,
VEH036,2013-01-26 14:47:16.525117,54.72,88.04,45.8,0.494,2588,10,0,
VEH038,2013-01-27 14:47:16.525117,91.59,91.08,41.35,0.5,2457,113,0,
VEH084,2013-01-28 14:47:16.525117,54.1,96.61,37.66,0.015,2982,113,0,
VEH099,2013-01-29 14:47:16.525117,87.64,97.34,44.47,0.348,4871,63,0,
VEH089,2013-01-30 14:47:16.525117,68.8,91.4,44.4,0.469,16548,78,1,42.0
VEH099,2013-01-31 14:47:16.525117,47.98,72.18,43.53,0.052,29133,110,1,45.0
VEH025,2013-02-01 14:47:16.525117,64.96,93.81,38.45,0.374,2713,84,1,33.0
VEH093,2013-02-02 14:47:16.525117,55.43,87.63,38.74,0.387,40806,116,1,45.0
VEH018,2013-02-03 14:47:16.525117,63.63,101.32,36.42,0.348,36994,68,1,10.0
VEH082,2013-02-04 14:47:16.525117,49.29,98.69,46.66,0.336,25994,66,0,
VEH066,2013-02-05 14:47:16.525117,85.35,83.76,47.69,0.449,11101,57,1,32.0
VEH054,2013-02-06 14:47:16.525117,73.88,95.35,46.28,0.103,100,113,0,
VEH035,2013-02-07 14:47:16.525117,60.48,94.84,33.2,0.449,26542,106,0,
VEH080,2013-02-08 14:47:16.525117,85.94,95.53,37.29,0.397,42237,38,0,
VEH061,2013-02-09 14:47:16.525117,61.11,93.25,38.13,0.512,8167,27,0,
VEH041,2013-02-10 14:47:16.525117,76.46,95.86,35.78,0.187,25316,56,1,8.0
VEH100,2013-02-11 14:47:16.525117,60.57,102.04,49.97,0.582,1281,16,0,
VEH033,2013-02-12 14:47:16.525117,65.91,85.88,42.81,0.071,24722,63,1,25.0
VEH068,2013-02-13 14:47:16.525117,58.78,82.69,42.7,0.214,1415,55,0,
VEH033,2013-02-14 14:47:16.525117,61.43,96.33,36.57,0.157,17695,75,0,
VEH014,2013-02-15 14:47:16.525117,62.56,75.06,46.67,0.334,18203,22,1,58.0
VEH021,2013-02-16 14:47:16.525117,49.95,94.73,52.68,0.209,7195,51,1,59.0
VEH048,2013-02-17 14:47:16.525117,53.98,93.51,40.13,0.488,1648,49,0,
VEH020,2013-02-18 14:47:16.525117,56.75,71.07,40.49,0.048,59650,62,0,
VEH008,2013-02-19 14:47:16.525117,63.45,85.08,39.95,0.209,15339,10,0,
VEH007,2013-02-20 14:47:16.525117,59.54,102.58,36.81,0.631,17338,44,1,21.0
VEH067,2013-02-21 14:47:16.525117,77.6,79.22,41.06,0.132,19091,63,0,
VEH017,2013-02-22 14:47:16.525117,72.71,92.34,36.1,0.471,44336,117,1,46.0
VEH033,2013-02-23 14:47:16.525117,57.06,81.81,35.5,0.364,1242,14,0,
VEH048,2013-02-24 14:47:16.525117,80.73,85.36,40.34,0.081,44752,98,0,
VEH076,2013-02-25 14:47:16.525117,88.1,106.74,38.81,0.415,5480,28,1,54.0
VEH059,2013-02-26 14:47:16.525117,29.34,89.45,38.42,0.527,1623,52,1,37.0
VEH086,2013-02-27 14:47:16.525117,73.98,94.83,48.26,0.263,21416,41,0,
VEH022,2013-02-28 14:47:16.525117,49.61,88.58,42.63,0.189,75424,36,1,4.0
VEH030,2013-03-01 14:47:16.525117,72.01,78.48,45.61,0.292,1178,89,0,
VEH038,2013-03-02 14:47:16.525117,78.57,81.45,45.47,0.225,11106,28,0,
VEH051,2013-03-03 14:47:16.525117,46.85,98.77,39.75,0.119,15091,61,1,1.0
VEH054,2013-03-04 14:47:16.525117,32.22,89.83,41.33,0.266,5810,76,1,2.0
VEH008,2013-03-05 14:47:16.525117,72.53,84.46,35.39,0.2,81340,51,0,
VEH027,2013-03-06 14:47:16.525117,62.03,89.93,43.94,0.28,20486,63,0,
VEH027,2013-03-07 14:47:16.525117,34.97,94.04,37.6,0.04,37202,41,0,
VEH098,2013-03-08 14:47:16.525117,97.94,95.53,35.61,0.382,10749,73,1,17.0
VEH021,2013-03-09 14:47:16.525117,69.37,84.31,48.38,0.026,8737,93,1,57.0
VEH030,2013-03-10 14:47:16.525117,70.05,77.9,33.22,0.352,16110,65,0,
VEH097,2013-03-11 14:47:16.525117,80.49,87.77,50.54,0.45,11428,19,0,
VEH028,2013-03-12 14:47:16.525117,51.29,98.44,49.0,0.044,25101,30,1,5.0
VEH064,2013-03-13 14:47:16.525117,61.96,96.93,37.97,0.529,6179,76,1,24.0
VEH097,2013-03-14 14:47:16.525117,40.21,92.29,50.48,0.294,11941,84,0,
VEH069,2013-03-15 14:47:16.525117,50.88,88.18,34.85,0.452,45101,49,0,
VEH061,2013-03-16 14:47:16.525117,65.78,86.16,46.35,0.42,28220,51,1,8.0
VEH048,2013-03-17 14:47:16.525117,35.02,87.53,40.35,0.071,3680,18,0,
VEH019,2013-03-18 14:47:16.525117,50.46,95.78,28.58,0.201,43583,67,1,54.0
VEH004,2013-03-19 14:47:16.525117,46.08,97.39,35.48,0.579,17784,24,1,44.0
VEH035,2013-03-20 14:47:16.525117,62.13,88.01,39.15,0.104,22744,17,0,
VEH064,2013-03-21 14:47:16.525117,68.62,110.72,42.6,0.458,6970,117,0,
VEH049,2013-03-22 14:47:16.525117,71.13,91.3,37.01,0.193,11651,95,1,16.0
VEH017,2013-03-23 14:47:16.525117,74.98,87.97,38.56,0.154,32881,53,1,51.0
VEH044,2013-03-24 14:47:16.525117,80.58,102.83,41.96,0.361,8029,38,1,32.0
VEH092,2013-03-25 14:47:16.525117,69.11,74.15,44.51,0.549,3607,84,0,
VEH030,2013-03-26 14:47:16.525117,88.31,95.26,38.92,0.441,9506,42,1,40.0
VEH093,2013-03-27 14:47:16.525117,61.79,89.51,38.23,0.139,1434,11,1,39.0
VEH046,2013-03-28 14:47:16.525117,57.4,101.46,44.49,0.387,25306,94,1,56.0
VEH006,2013-03-29 14:47:16.525117,69.11,95.29,37.62,0.048,3197,86,0,
VEH099,2013-03-30 14:47:16.525117,56.75,90.95,32.77,0.033,6712,48,0,
VEH037,2013-03-31 14:47:16.525117,87.79,96.69,36.96,0.359,42586,105,1,54.0
VEH024,2013-04-01 14:47:16.525117,76.96,82.4,44.04,0.369,15552,55,0,
VEH093,2013-04-02 14:47:16.525117,71.25,98.3,38.27,0.576,7752,51,1,46.0
VEH046,2013-04-03 14:47:16.525117,61.97,79.34,38.05,0.303,15866,78,0,
VEH053,2013-04-04 14:47:16.525117,53.89,92.56,32.21,0.314,4925,33,1,42.0
VEH095,2013-04-05 14:47:16.525117,70.52,90.81,39.06,0.253,509,104,1,48.0
VEH099,2013-04-06 14:47:16.525117,43.09,75.05,42.86,0.304,18513,72,0,
VEH060,2013-04-07 14:47:16.525117,83.02,91.7,33.79,0.126,25044,16,0,
VEH097,2013-04-08 14:47:16.525117,57.34,92.12,38.65,0.209,42368,25,0,
VEH063,2013-04-09 14:47:16.525117,64.58,84.99,33.94,0.098,29557,92,0,
VEH085,2013-04-10 14:47:16.525117,46.36,81.22,40.11,0.177,52257,35,1,5.0
VEH032,2013-04-11 14:47:16.525117,70.84,94.48,49.91,0.214,85307,106,1,37.0
VEH087,2013-04-12 14:47:16.525117,53.19,92.56,40.77,0.194,27324,41,0,
VEH033,2013-04-13 14:47:16.525117,69.74,92.3,30.28,0.216,40487,113,0,
VEH067,2013-04-14 14:47:16.525117,71.36,90.64,41.92,0.335,22400,81,0,
VEH018,2013-04-15 14:47:16.525117,50.29,84.98,48.37,0.465,3749,105,0,
VEH025,2013-04-16 14:47:16.525117,43.15,107.33,29.96,0.43,4010,104,1,43.0
VEH095,2013-04-17 14:47:16.525117,82.98,88.76,33.85,0.208,2336,103,0,
VEH054,2013-04-18 14:47:16.525117,57.12,82.93,42.26,0.33,57285,73,1,15.0
VEH058,2013-04-19 14:47:16.525117,63.37,90.6,39.42,0.32,22340,93,0,
VEH067,2013-04-20 14:47:16.525117,67.28,88.92,47.38,0.32,31204,41,1,24.0
VEH046,2013-04-21 14:47:16.525117,41.19,86.49,39.27,0.279,8044,63,1,35.0
VEH024,2013-04-22 14:47:16.525117,66.94,105.34,43.42,0.636,12339,33,1,48.0
VEH032,2013-04-23 14:47:16.525117,61.49,81.04,50.06,0.27,811,44,0,
VEH047,2013-04-24 14:47:16.525117,50.35,89.82,34.81,0.215,43965,71,0,
VEH086,2013-04-25 14:47:16.525117,42.65,80.63,45.42,0.137,38346,48,0,
VEH023,2013-04-26 14:47:16.525117,69.09,86.13,37.98,0.416,30724,10,0,
VEH066,2013-04-27 14:47:16.525117,76.92,104.73,25.24,0.196,1201,97,0,
VEH027,2013-04-28 14:47:16.525117,62.68,92.39,42.62,0.515,3829,18,1,41.0
VEH002,2013-04-29 14:47:16.525117,38.48,91.08,43.49,0.018,8134,105,0,
VEH090,2013-04-30 14:47:16.525117,44.14,81.69,31.54,0.442,6105,14,0,
VEH017,2013-05-01 14:47:16.525117,53.52,86.28,37.65,0.401,36460,108,0,
VEH033,2013-05-02 14:47:16.525117,83.47,105.76,34.69,0.313,4334,99,1,31.0
VEH009,2013-05-03 14:47:16.525117,56.3,93.81,44.48,0.207,15191,62,1,38.0
VEH043,2013-05-04 14:47:16.525117,52.97,86.93,31.01,0.469,16943,32,1,43.0
VEH048,2013-05-05 14:47:16.525117,34.9,92.27,40.41,0.581,11068,66,0,
VEH039,2013-05-06 14:47:16.525117,50.15,91.65,25.8,0.216,5506,82,0,
VEH093,2013-05-07 14:47:16.525117,41.51,82.36,43.04,0.349,64525,111,0,
VEH042,2013-05-08 14:47:16.525117,44.95,86.3,41.12,0.428,10668,108,0,
VEH026,2013-05-09 14:47:16.525117,61.8,108.13,35.12,0.481,25988,55,1,7.0
VEH099,2013-05-10 14:47:16.525117,53.98,92.84,48.29,0.322,4067,97,1,56.0
VEH050,2013-05-11 14:47:16.525117,85.49,78.72,25.39,0.185,34610,87,0,
VEH025,2013-05-12 14:47:16.525117,76.17,94.89,39.4,0.366,4864,39,1,53.0
VEH024,2013-05-13 14:47:16.525117,50.87,99.97,46.19,0.037,22497,90,1,36.0
VEH013,2013-05-14 14:47:16.525117,46.25,82.08,41.57,0.461,14124,70,0,
VEH060,2013-05-15 14:47:16.525117,80.74,87.38,48.46,0.031,3169,50,0,
VEH007,2013-05-16 14:47:16.525117,84.9,102.88,36.01,0.239,505,92,0,
VEH057,2013-05-17 14:47:16.525117,27.09,88.63,39.13,0.243,53400,39,1,39.0
VEH036,2013-05-18 14:47:16.525117,61.39,88.93,47.51,0.145,2686,105,0,
VEH045,2013-05-19 14:47:16.525117,56.22,79.12,46.46,0.076,24412,78,0,
VEH020,2013-05-20 14:47:16.525117,69.74,99.05,53.49,0.557,21150,13,0,
VEH065,2013-05-21 14:47:16.525117,89.14,89.95,40.62,0.569,8362,119,1,52.0
VEH008,2013-05-22 14:47:16.525117,52.74,72.27,42.97,0.444,4100,99,0,
VEH016,2013-05-23 14:47:16.525117,29.09,75.87,38.64,0.355,3928,53,1,19.0
VEH014,2013-05-24 14:47:16.525117,68.69,85.94,39.18,0.649,17605,41,0,
VEH076,2013-05-25 14:47:16.525117,80.85,82.46,47.22,0.222,15833,105,1,57.0
VEH087,2013-05-26 14:47:16.525117,55.44,82.44,40.75,0.208,41738,87,1,13.0
VEH015,2013-05-27 14:47:16.525117,49.42,108.23,33.33,0.393,20433,71,0,
VEH092,2013-05-28 14:47:16.525117,53.44,95.33,37.21,0.541,34215,16,0,
VEH098,2013-05-29 14:47:16.525117,72.75,70.02,41.46,0.288,659,57,1,7.0
VEH066,2013-05-30 14:47:16.525117,53.18,87.14,35.83,0.545,22233,41,1,25.0
VEH032,2013-05-31 14:47:16.525117,64.93,89.53,37.3,0.307,5323,100,0,
VEH087,2013-06-01 14:47:16.525117,60.42,78.21,35.18,0.016,5829,36,1,30.0
VEH063,2013-06-02 14:47:16.525117,58.87,94.22,37.04,0.22,25500,29,1,49.0
VEH086,2013-06-03 14:47:16.525117,70.52,74.19,48.58,0.375,31542,115,1,7.0
VEH051,2013-06-04 14:47:16.525117,52.82,98.42,39.45,0.268,9295,26,0,
VEH025,2013-06-05 14:47:16.525117,53.54,101.21,53.65,0.37,31220,101,1,45.0
VEH058,2013-06-06 14:47:16.525117,71.96,109.42,33.47,0.434,11730,118,0,
VEH063,2013-06-07 14:47:16.525117,45.2,76.67,44.25,0.505,38988,35,0,
VEH062,2013-06-08 14:47:16.525117,46.8,78.37,42.5,0.374,504,77,0,
VEH022,2013-06-09 14:47:16.525117,41.1,94.6,43.44,0.425,1743,102,1,38.0
VEH058,2013-06-10 14:47:16.525117,72.74,100.1,35.35,0.374,29953,69,0,
VEH058,2013-06-11 14:47:16.525117,58.42,96.39,37.15,0.207,19568,44,0,
VEH086,2013-06-12 14:47:16.525117,40.3,97.65,41.68,0.375,16375,6,0,
VEH049,2013-06-13 14:47:16.525117,72.81,101.65,35.81,0.685,19037,102,0,
VEH052,2013-06-14 14:47:16.525117,51.67,91.2,29.24,0.383,53239,47,1,32.0
VEH042,2013-06-15 14:47:16.525117,46.92,87.65,48.1,0.206,21315,82,0,
VEH070,2013-06-16 14:47:16.525117,57.06,78.91,46.44,0.182,20852,91,1,9.0
VEH015,2013-06-17 14:47:16.525117,82.18,88.72,37.62,0.506,28498,10,0,
VEH054,2013-06-18 14:47:16.525117,54.08,88.54,41.46,0.213,40291,17,0,
VEH060,2013-06-19 14:47:16.525117,68.63,82.83,46.76,0.234,6073,34,1,40.0
VEH097,2013-06-20 14:47:16.525117,70.91,90.24,48.04,0.13,19181,8,1,40.0
VEH008,2013-06-21 14:47:16.525117,66.65,81.83,41.44,0.217,17540,66,1,27.0
VEH053,2013-06-22 14:47:16.525117,79.07,99.86,35.5,0.42,2897,56,0,
VEH060,2013-06-23 14:47:16.525117,49.39,92.88,48.5,0.27,14692,41,0,
VEH005,2013-06-24 14:47:16.525117,44.35,85.54,41.01,0.281,1441,116,0,
VEH068,2013-06-25 14:47:16.525117,44.06,90.71,39.05,0.131,4090,114,0,
VEH006,2013-06-26 14:47:16.525117,57.83,81.05,42.47,0.172,48828,80,1,8.0
VEH096,2013-06-27 14:47:16.525117,45.79,81.26,47.8,0.576,2539,95,1,50.0
VEH094,2013-06-28 14:47:16.525117,62.21,85.04,40.26,0.255,17298,7,1,18.0
VEH047,2013-06-29 14:47:16.525117,61.15,88.52,46.06,0.347,7815,34,1,13.0
VEH099,2013-06-30 14:47:16.525117,75.28,91.89,38.56,0.189,16207,46,0,
VEH055,2013-07-01 14:47:16.525117,64.37,91.38,43.52,0.315,5356,34,0,
VEH040,2013-07-02 14:47:16.525117,53.76,79.14,35.4,0.205,11753,113,0,
VEH052,2013-07-03 14:47:16.525117,66.16,89.66,46.45,0.463,40398,105,0,
VEH016,2013-07-04 14:47:16.525117,44.55,82.68,36.68,0.421,9439,69,1,30.0
VEH013,2013-07-05 14:47:16.525117,59.43,62.7,45.49,0.337,8709,63,1,6.0
VEH030,2013-07-06 14:47:16.525117,64.79,114.84,28.6,0.436,11816,88,1,45.0
VEH019,2013-07-07 14:47:16.525117,61.94,83.71,40.78,0.575,2118,15,0,
VEH017,2013-07-08 14:47:16.525117,66.23,84.37,41.69,0.392,9799,16,0,
VEH063,2013-07-09 14:47:16.525117,50.34,78.75,37.04,0.029,138,12,0,
VEH019,2013-07-10 14:47:16.525117,77.28,82.4,40.1,0.493,13999,82,0,
VEH092,2013-07-11 14:47:16.525117,87.33,89.86,41.59,0.298,37669,110,0,
VEH058,2013-07-12 14:47:16.525117,35.96,99.61,42.42,0.519,16062,113,1,33.0
VEH055,2013-07-13 14:47:16.525117,41.77,87.53,40.85,0.13,18715,66,0,
VEH090,2013-07-14 14:47:16.525117,60.65,87.44,48.25,0.277,620,71,0,
VEH090,2013-07-15 14:47:16.525117,56.15,99.41,46.01,0.46,39253,99,1,47.0
VEH062,2013-07-16 14:47:16.525117,88.45,87.23,40.09,0.323,9722,91,0,
VEH023,2013-07-17 14:47:16.525117,63.3,90.33,31.98,0.279,73660,58,1,19.0
VEH009,2013-07-18 14:47:16.525117,80.89,83.67,37.71,0.1,2567,70,0,
VEH012,2013-07-19 14:47:16.525117,29.26,101.94,25.43,0.249,57889,32,0,
VEH001,2013-07-20 14:47:16.525117,72.21,99.0,38.0,0.198,20118,12,0,
VEH058,2013-07-21 14:47:16.525117,49.27,88.24,48.59,0.012,1075,70,1,55.0
VEH001,2013-07-22 14:47:16.525117,49.03,86.26,45.12,0.175,71297,63,0,
VEH034,2013-07-23 14:47:16.525117,56.27,89.56,40.55,0.577,279,30,1,50.0
VEH096,2013-07-24 14:47:16.525117,38.63,87.82,35.85,0.463,26238,53,1,52.0
VEH048,2013-07-25 14:47:16.525117,66.64,77.96,41.94,0.115,44060,9,0,
VEH089,2013-07-26 14:47:16.525117,62.86,98.8,51.91,0.256,3867,99,1,21.0
VEH001,2013-07-27 14:47:16.525117,63.99,88.38,49.09,0.204,8412,13,1,12.0
VEH016,2013-07-28 14:47:16.525117,73.31,105.85,37.51,0.493,16475,118,0,
VEH061,2013-07-29 14:47:16.525117,82.72,94.51,30.66,0.383,22776,90,0,
VEH064,2013-07-30 14:47:16.525117,54.54,69.56,55.29,0.091,41095,73,1,39.0
VEH063,2013-07-31 14:47:16.525117,67.16,80.11,36.62,0.161,28631,65,0,
VEH069,2013-08-01 14:47:16.525117,64.39,73.05,44.88,0.377,9030,9,0,
VEH022,2013-08-02 14:47:16.525117,65.66,79.93,31.65,0.478,34487,13,1,1.0
VEH093,2013-08-03 14:47:16.525117,65.89,77.23,39.34,0.102,67673,111,0,
VEH067,2013-08-04 14:47:16.525117,83.86,93.21,30.3,0.299,5149,95,0,
VEH076,2013-08-05 14:47:16.525117,53.1,87.13,33.32,0.305,1539,98,0,
VEH026,2013-08-06 14:47:16.525117,37.11,94.78,33.97,0.296,11124,21,1,53.0
VEH016,2013-08-07 14:47:16.525117,49.53,89.17,42.94,0.465,42639,24,1,17.0
VEH051,2013-08-08 14:47:16.525117,71.36,88.65,39.56,0.27,3257,6,0,
VEH086,2013-08-09 14:47:16.525117,60.35,106.04,54.67,0.666,43395,106,0,
VEH057,2013-08-10 14:47:16.525117,52.99,91.43,46.66,0.487,97106,39,0,
VEH029,2013-08-11 14:47:16.525117,43.85,88.55,47.08,0.19,1110,98,0,
VEH078,2013-08-12 14:47:16.525117,63.32,83.34,43.69,0.277,13674,96,0,
VEH092,2013-08-13 14:47:16.525117,69.67,81.08,42.55,0.109,7976,117,0,
VEH069,2013-08-14 14:47:16.525117,64.59,96.39,46.5,0.273,10006,50,0,
VEH047,2013-08-15 14:47:16.525117,56.2,95.5,25.16,0.458,12016,68,0,
VEH094,2013-08-16 14:47:16.525117,62.2,102.68,35.0,0.4,26918,99,1,42.0
VEH062,2013-08-17 14:47:16.525117,62.11,93.94,31.44,0.637,17895,11,0,
VEH069,2013-08-18 14:47:16.525117,62.85,87.0,28.99,0.102,64987,41,1,32.0
VEH076,2013-08-19 14:47:16.525117,42.24,93.2,35.07,0.311,8092,108,1,5.0
VEH016,2013-08-20 14:47:16.525117,62.96,89.51,33.16,0.222,15596,71,0,
VEH090,2013-08-21 14:47:16.525117,53.39,96.59,46.51,0.286,33568,111,1,46.0
VEH090,2013-08-22 14:47:16.525117,75.61,101.46,39.4,0.364,9337,83,1,47.0
VEH048,2013-08-23 14:47:16.525117,61.99,88.75,28.07,0.192,12520,13,0,
VEH085,2013-08-24 14:47:16.525117,72.53,104.69,40.42,0.517,23102,72,0,
VEH039,2013-08-25 14:47:16.525117,55.47,99.28,33.0,0.609,39428,104,0,
VEH100,2013-08-26 14:47:16.525117,56.01,89.94,40.38,0.051,10746,32,0,
VEH033,2013-08-27 14:47:16.525117,82.41,96.49,41.71,0.541,15183,39,0,
VEH094,2013-08-28 14:47:16.525117,66.55,92.77,35.22,0.691,73875,33,1,9.0
VEH023,2013-08-29 14:47:16.525117,49.28,89.64,41.34,0.327,867,36,1,31.0
VEH010,2013-08-30 14:47:16.525117,73.45,105.98,40.81,0.288,11892,22,0,
VEH069,2013-08-31 14:47:16.525117,52.0,93.74,38.64,0.233,20211,88,0,
VEH100,2013-09-01 14:47:16.525117,63.39,83.44,36.34,0.221,169,111,0,
VEH034,2013-09-02 14:47:16.525117,87.55,83.15,40.7,0.33,18165,113,0,
VEH052,2013-09-03 14:47:16.525117,38.53,81.03,40.06,0.191,1156,60,1,22.0
VEH095,2013-09-04 14:47:16.525117,57.36,93.78,41.52,0.307,38976,80,0,
VEH010,2013-09-05 14:47:16.525117,66.12,87.57,38.66,0.144,32910,14,1,23.0
VEH019,2013-09-06 14:47:16.525117,71.47,93.24,32.52,0.248,655,99,0,
VEH058,2013-09-07 14:47:16.525117,41.38,96.56,38.33,0.271,1000,62,1,46.0
VEH096,2013-09-08 14:47:16.525117,36.96,105.08,40.45,0.37,28017,50,0,
VEH001,2013-09-09 14:47:16.525117,76.36,88.27,41.28,0.073,9226,11,1,6.0
VEH069,2013-09-10 14:47:16.525117,49.19,78.19,40.52,0.191,17114,19,0,
VEH004,2013-09-11 14:47:16.525117,48.57,103.77,35.7,0.337,6303,36,1,35.0
VEH016,2013-09-12 14:47:16.525117,83.25,79.51,37.82,0.275,3798,59,1,17.0
VEH024,2013-09-13 14:47:16.525117,61.05,78.08,38.58,0.45,7021,16,0,
VEH080,2013-09-14 14:47:16.525117,61.14,104.19,45.04,0.356,5666,74,0,
VEH002,2013-09-15 14:47:16.525117,57.3,98.4,33.47,0.159,11895,100,0,
VEH092,2013-09-16 14:47:16.525117,41.64,92.96,40.25,0.335,27461,7,1,37.0
VEH032,2013-09-17 14:47:16.525117,70.14,90.11,32.44,0.194,16154,108,0,
VEH091,2013-09-18 14:47:16.525117,66.14,88.39,44.75,0.182,18790,22,1,7.0
VEH084,2013-09-19 14:47:16.525117,62.53,84.92,37.29,0.23,12700,107,1,49.0
VEH024,2013-09-20 14:47:16.525117,58.26,87.65,35.28,0.21,7852,115,0,
VEH012,2013-09-21 14:47:16.525117,55.62,89.4,41.35,0.137,3098,41,1,20.0
VEH050,2013-09-22 14:47:16.525117,73.69,79.69,26.27,0.176,8756,8,0,
VEH035,2013-09-23 14:47:16.525117,57.88,83.33,32.87,0.335,21884,68,0,
VEH033,2013-09-24 14:47:16.525117,59.04,73.06,43.86,0.221,26468,48,1,13.0
VEH033,2013-09-25 14:47:16.525117,67.95,91.02,45.99,0.156,12666,98,1,28.0
VEH061,2013-09-26 14:47:16.525117,63.12,90.78,42.63,0.175,20712,38,0,
VEH051,2013-09-27 14:47:16.525117,84.63,105.46,39.29,0.396,4728,83,0,
VEH043,2013-09-28 14:47:16.525117,33.58,91.68,54.29,0.16,39331,107,0,
VEH012,2013-09-29 14:47:16.525117,64.5,85.78,43.37,0.144,40188,34,0,
VEH067,2013-09-30 14:47:16.525117,49.42,87.87,33.95,0.204,7722,28,0,
VEH065,2013-10-01 14:47:16.525117,45.87,93.19,45.83,0.17,15868,64,1,5.0
VEH033,2013-10-02 14:47:16.525117,53.14,91.48,36.01,0.323,18661,86,0,
VEH040,2013-10-03 14:47:16.525117,60.82,94.67,35.28,0.277,12789,54,1,44.0
VEH074,2013-10-04 14:47:16.525117,61.49,93.09,31.41,0.526,48414,60,0,
VEH043,2013-10-05 14:47:16.525117,37.24,86.84,37.85,0.11,26919,80,1,51.0
VEH044,2013-10-06 14:47:16.525117,51.88,85.31,33.09,0.449,22325,33,0,
VEH029,2013-10-07 14:47:16.525117,64.22,85.49,43.8,0.313,14683,76,1,7.0
VEH013,2013-10-08 14:47:16.525117,46.85,81.94,40.05,0.483,1773,114,0,
VEH012,2013-10-09 14:47:16.525117,43.28,80.51,32.78,0.456,2281,109,0,
VEH095,2013-10-10 14:47:16.525117,26.16,103.02,38.21,0.301,7105,77,0,
VEH046,2013-10-11 14:47:16.525117,50.05,90.5,45.91,0.091,4753,110,0,
VEH002,2013-10-12 14:47:16.525117,42.76,87.9,49.94,0.267,60953,98,0,
VEH035,2013-10-13 14:47:16.525117,45.24,85.29,29.73,0.02,10546,30,0,
VEH087,2013-10-14 14:47:16.525117,55.92,93.23,35.01,0.415,41847,12,0,
VEH081,2013-10-15 14:47:16.525117,51.0,99.18,31.35,0.369,34083,91,0,
VEH090,2013-10-16 14:47:16.525117,42.51,94.91,41.63,0.235,33487,78,1,38.0
VEH008,2013-10-17 14:47:16.525117,28.26,95.79,30.97,0.261,4859,80,0,
VEH093,2013-10-18 14:47:16.525117,64.53,85.53,46.8,0.124,11859,39,0,
VEH026,2013-10-19 14:47:16.525117,71.29,90.53,47.17,0.298,7653,96,0,
VEH074,2013-10-20 14:47:16.525117,54.05,85.12,45.4,0.127,70407,119,1,26.0
VEH090,2013-10-21 14:47:16.525117,56.01,90.66,35.63,0.298,41869,27,0,
VEH034,2013-10-22 14:47:16.525117,60.04,100.18,35.06,0.404,5751,72,1,15.0
VEH007,2013-10-23 14:47:16.525117,83.68,94.7,36.79,0.421,7523,55,0,
VEH068,2013-10-24 14:47:16.525117,36.48,101.84,45.45,0.426,15054,53,0,
VEH058,2013-10-25 14:47:16.525117,53.78,87.38,30.07,0.242,6531,109,0,
VEH075,2013-10-26 14:47:16.525117,34.17,82.25,43.09,0.328,34805,77,0,
VEH029,2013-10-27 14:47:16.525117,65.43,94.37,33.96,0.342,34210,75,1,15.0
VEH036,2013-10-28 14:47:16.525117,57.84,90.84,37.4,0.323,25771,62,0,
VEH089,2013-10-29 14:47:16.525117,63.04,92.73,44.14,0.16,23379,30,1,6.0
VEH021,2013-10-30 14:47:16.525117,62.3,91.5,30.76,0.12,15850,71,1,16.0
VEH036,2013-10-31 14:47:16.525117,74.86,86.87,38.65,0.323,8527,21,0,
VEH010,2013-11-01 14:47:16.525117,68.07,91.97,39.03,0.383,36272,63,1,6.0
VEH073,2013-11-02 14:47:16.525117,72.46,98.41,38.93,0.249,39156,46,0,
VEH024,2013-11-03 14:47:16.525117,44.02,97.81,38.6,0.515,1015,56,0,
VEH064,2013-11-04 14:47:16.525117,77.9,86.98,43.64,0.617,10170,26,0,
VEH099,2013-11-05 14:47:16.525117,49.16,91.31,37.16,0.57,539,84,1,7.0
VEH049,2013-11-06 14:47:16.525117,50.03,101.32,41.06,0.317,36586,61,0,
VEH099,2013-11-07 14:47:16.525117,64.06,86.46,42.33,0.217,3898,103,0,
VEH036,2013-11-08 14:47:16.525117,64.53,85.03,42.21,0.393,22408,52,0,
VEH082,2013-11-09 14:47:16.525117,43.92,95.55,42.61,0.43,8843,48,0,
VEH096,2013-11-10 14:47:16.525117,57.4,94.82,41.21,0.157,33863,89,0,
VEH024,2013-11-11 14:47:16.525117,82.32,84.42,40.02,0.236,14254,113,0,
VEH023,2013-11-12 14:47:16.525117,37.97,77.7,33.62,0.338,7843,36,1,18.0
VEH062,2013-11-13 14:47:16.525117,82.28,92.81,47.86,0.18,7827,20,1,4.0
